Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/071,ingenieursopleiding,http://data.europa.eu/esco/isced-f/0716,"motorvoertuigen, schepen en vliegtuigen","Motor vehicles, ships and aircraft is the study of designing, developing, producing, maintaining, diagnosing faults in, repairing and servicing motor vehicles, including earth moving equipment and agriculture machines, ships, trains and aircraft. Typical is the combination of studies in both metal structures and motors.
Programmes and qualifications with the following main content are classified here:
Aerospace engineering
Aircraft engineering
Aircraft maintenance
Automotive electrical systems
Automotive engineering
Avionics
Coachwork
Marine engineering
Motorcycle engineering
Panel beating
Shipbuilding
Train repair and maintenance
Vehicle building and repairing
Vehicle varnishing/spraying

=== Inclusions
Study of vehicle electrical systems is included here.

=== Exclusions
Study of producing and repairing non-motorised vehicles is excluded from this detailed field and included in 0715 'Mechanics and metal work' (e.g. bicycles) or 0722 'Materials (glass, paper, plastic, wood)' (e.g. non-motor boats).",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/071,ingenieursopleiding,http://data.europa.eu/esco/isced-f/0719,"ingenieursopleiding, niet elders ingedeeld","Engineering studies not covered by other detailed fields are classified here:
Nanotechnology",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,http://data.europa.eu/esco/isced-f/0720,"industrie en verwerking, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,http://data.europa.eu/esco/isced-f/0721,levensmiddelenverwerking,"Food processing is the study of processing and packaging of food and beverages, and the equipment and procedures used in the production and distribution of foods.
Programmes and qualifications with the following main content are classified here:
Baking
Beer brewing
Butchery
Confectionery
Dairy foods
Food and drink processing
Food preservation
Food science and technology
Meat processing
Pastry cooking
Tobacco processing
Wine production

=== Inclusions
Study of food handling and food hygiene is included here.

=== Exclusions
Restaurant and catering are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.
Nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'.
0722 Materials (glass, paper, plastic and wood)
Materials is the study of the manufacturing of products in glass, paper, plastic, wood or other materials like stone, clay, artificial materials etc. Programmes and qualifications included in this detailed field have more to do with a specific material than general technical knowledge.
Programmes and qualifications with the following main content are classified here:
Boat building (non-motor)
Cabinet making
Carpentry (furniture)
Ceramics (industrial)
Furniture making
Glass working (industrial)
Industrial diamond production
Paper manufacturing and processing
Plastic manufacturing
Rubber processing
Timber technology
Wood machining and turning
Woodwork trades

=== Exclusions
Study of metal work is excluded from this detailed field and included in detailed field 0715 'Mechanics and metal trades'.
Study of building carpentry and joinery is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.
Study of chemical processing in general is excluded from this detailed field and included in detailed field 0711 'Chemical engineering and processes'.
Study of printing and bookbinding is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Handicrafts programmes (glass arts and crafts, woodcarving etc) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
0723 Textiles (clothes, footwear and leather)
Textiles (clothes, footwear and leather) is the study of the manufacture of textiles, textile and leather products, clothing and related items, shoes and other forms of footwear.
Programmes and qualifications with the following main content are classified here:
Clothing trades
Dressmaking
Footwear making
Fur making
Garment production
Leather processing
Saddlery
Shoemaking
Skins and leather production
Spinning
Tailoring
Textile trades
Upholstery
Weaving (industrial)
Wool science

=== Exclusions
Handicrafts studies (weaving, embroidery etc.) are excluded from this detailed field and included in detailed field 0214 'Handicrafts'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,http://data.europa.eu/esco/isced-f/0722,"materialen (glas, papier, plastic en hout)",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,http://data.europa.eu/esco/isced-f/0723,"textiel (kleding, schoeisel en leer)",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,http://data.europa.eu/esco/isced-f/0724,mijnbouw en winning,"Mining and extraction is the study of assessing, planning, developing, and directing the extraction of minerals, oil and gas from the earth.
Programmes and qualifications with the following main content are classified here:
Coal mining
Mineral technology
Mining of minerals
Oil and gas drilling
Oil and gas extraction
Raw material extraction

=== Exclusions
Study of metallurgical engineering is excluded from this detailed field and included in 0715 'Mechanics and metal trades'
Study of geology is excluded from this detailed field and included in detailed field 0532 'Earth sciences'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/072,industrie en verwerking,http://data.europa.eu/esco/isced-f/0729,"industrie en verwerking, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/073,architectuur en bouwnijverheid,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/073,architectuur en bouwnijverheid,http://data.europa.eu/esco/isced-f/0730,"architectuur en bouwnijverheid, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/073,architectuur en bouwnijverheid,http://data.europa.eu/esco/isced-f/0731,architectuur en stadsplanning,"Architecture is the study of the art, science and techniques of building design. It encompasses both utilitarian ends - such as the soundness of the structure and the functional and economic efficiency of the building - and aesthetic considerations. Town planning is the study of the regulated growth and improvement of towns in both functional and aesthetical points of view.
Programmes and qualifications with the following main content are classified here:
Architectural urban design and planning
Architecture
Building design
Cartography/Land surveying
City planning
Community development
Landscape architecture
Structural architecture
Surveying
Town and country planning
Urban planning

=== Exclusions
Study of interior design is excluded from this detailed field and included in detailed field 0212 'Fashion, interior and industrial design'. Geomatics is excluded from this detailed field and included in detailed field 0532 'Earth science'.
The laying out and construction of parks and gardens is excluded from this detailed field and included in detailed field 0812 'Horticulture'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/073,architectuur en bouwnijverheid,http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw,"Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/078,"interdisciplinaire programma's en kwalificaties met betrekking tot engineering, industrie en bouwnijverheid",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/078,"interdisciplinaire programma's en kwalificaties met betrekking tot engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/0788,"interdisciplinaire programma's en kwalificaties met betrekking tot engineering, industrie en bouwnijverheid","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to engineering, manufacturing and construction are classified here.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/079,"engineering, industrie en bouwnijverheid, niet elders ingedeeld",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/07,"engineering, industrie en bouwnijverheid",http://data.europa.eu/esco/isced-f/079,"engineering, industrie en bouwnijverheid, niet elders ingedeeld",http://data.europa.eu/esco/isced-f/0799,"engineering, industrie en bouwnijverheid, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",,,,,,,K,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/080,"landbouw, bosbouw, visserij en diergeneeskunde, niet nader gedefinieerd",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/080,"landbouw, bosbouw, visserij en diergeneeskunde, niet nader gedefinieerd",http://data.europa.eu/esco/isced-f/0800,"landbouw, bosbouw, visserij en diergeneeskunde, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/081,landbouw,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/081,landbouw,http://data.europa.eu/esco/isced-f/0810,"landbouw, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/081,landbouw,http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt,"Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/081,landbouw,http://data.europa.eu/esco/isced-f/0812,tuinbouw,"Horticulture is the study of horticultural technology and management, floriculture, greenhouse methods, nursery management, landscape gardening etc.
Programmes and qualifications with the following main content are classified here:
Floriculture
Gardening
Green keeping
Horticultural techniques
Nursery management
Turf cultivation

=== Inclusions
The laying out and construction of urban and domestic parks and gardens is included here.
Gardening programmes combining floriculture and growing vegetables are included here.

=== Exclusions
Study of growing edible crops (such as wheat, rice, fruit, vegetables etc,) is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of soil science, soil fertility and irrigation techniques is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Study of Landscape architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/081,landbouw,http://data.europa.eu/esco/isced-f/0819,"landbouw, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/082,bosbouw,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/082,bosbouw,http://data.europa.eu/esco/isced-f/0821,bosbouw,"Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/083,visserij,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/083,visserij,http://data.europa.eu/esco/isced-f/0831,visserij,"Fisheries is the study of breeding, rearing and harvesting fish and other seafood.
Programmes and qualifications with the following main content are classified here:
Aquaculture
Fish breeding
Fish farms
Fishery science and technology
Pearl cultivating
Seafood farming
Shellfish breeding

=== Inclusions
Programmes for operating fishing boats are included here.

=== Exclusions
Study of industrial processing of fish is excluded from this detailed field and included in detailed field 0721 'Food processing'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/084,diergeneeskunde,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/084,diergeneeskunde,http://data.europa.eu/esco/isced-f/0841,diergeneeskunde,"Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/088,"interdisciplinaire programma's en kwalificaties met betrekking tot landbouw, bosbouw, visserij en diergeneeskunde",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/088,"interdisciplinaire programma's en kwalificaties met betrekking tot landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/0888,"interdisciplinaire programma's en kwalificaties met betrekking tot landbouw, bosbouw, visserij en diergeneeskunde","Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to agriculture, forestry, fisheries and veterinary are classified here.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/089,"landbouw, bosbouw, visserij en diergeneeskunde, niet elders ingedeeld",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/08,"landbouw, bosbouw, visserij en diergeneeskunde",http://data.europa.eu/esco/isced-f/089,"landbouw, bosbouw, visserij en diergeneeskunde, niet elders ingedeeld",http://data.europa.eu/esco/isced-f/0899,"landbouw, bosbouw, visserij en diergeneeskunde, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,,,,,,,K,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/090,"gezondheid en welzijn, niet nader gedefinieerd",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/090,"gezondheid en welzijn, niet nader gedefinieerd",http://data.europa.eu/esco/isced-f/0900,"gezondheid en welzijn, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0910,"gezondheid, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0911,tandheelkunde,"Dental studies are the study of diagnosing, treating and preventing diseases and abnormalities of the teeth and gums. It includes the study of designing, making and repairing dental prostheses and orthodontic appliances. It also includes the study of providing assistance to dentists.
Programmes and qualifications with the following main content are classified here:
Dental assisting
Dental hygiene
Dental laboratory technology
Dental nursing
Dental science
Dental surgery
Dental technology
Odontology
Oral surgery
Orthodontics

=== Inclusions
Study of public dental health is included here.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0912,geneeskunde,"Medicine is the study of the principles and procedures used in preventing, diagnosing, caring for and treating illness, disease and injury in humans and the maintenance of general health. Principally, this detailed field consists of training of physicians/doctors.
Programmes and qualifications with the following main content are classified here:
Anaesthetics
Forensic medicine
Forensic pathology
General medicine
Gerontology
Gynaecology
Medical science
Medical training
Medicine
Paediatrics
Psychiatry
Surgery
Training of physicians/doctors",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0913,verpleegkunde en verloskunde,"Nursing is the study of providing health care for the sick, disabled or infirm and assisting physicians and other medical and health professionals diagnose and treat patients. The focus of qualifications in nursing is maintaining and caring for the health of patients during illness and rehabilitation. It includes health care of old people and health care of the disabled. Midwifery is the study of providing care to childbearing women during pregnancy, labour and birth and during the postpartum period. It also includes caring for the new born and assisting the mother with breast feeding.
Programmes and qualifications with the following main content are classified here:
Assistant nursing
Basic nursing
General nursing
Health care of old people
Heath care of the disabled
Health care programmes
Infant hygiene (nursing)
Midwifery
Nursing aide/Orderly
Psychiatric nursing
Specialised nursing

=== Inclusions
Care programmes comprising both health care and social care e.g. for old people, are included here.

=== Exclusions
Veterinary nursing is excluded from this detailed field and is included in detailed field 0841 'Veterinary'.
Dental nursing is excluded from this detailed field and is included in detailed field 0911 'Dental studies'.
Non-medical care of children (not health care) is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.
Non-medical care of the elderly (not health care) is excluded from this detailed field and included in detailed field 0921 'Care of the elderly and disabled adults'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0914,medische diagnose en behandelingstechnologie,"Medical diagnostic and treatment technology is the study of a wide range of technologies used for diagnosing and treating diseases and handicaps.
Programmes and qualifications with the following main content are classified here:
Ambulance technology
Hearing aid technology
Medical laboratory technology
Optical technology
Prosthetic technology
Radiology technology
Radiotherapy
X-ray technology (medical)

=== Exclusions
Study of laboratory technology is excluded from this detailed field if emphasis is not given to medical laboratory technology. General laboratory technology is included in detailed field 0711 'Chemical engineering and processes'. Laboratory technology where emphasis is given to other specific applications (biology, chemistry, physics etc) is included in the appropriate detailed field (0511, 0531, 0533 etc.).
Study of dental technology is excluded from this detailed field and included in detailed field 0911 'Dental studies'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0915,therapie en revalidatie,"Therapy and rehabilitation is the study of restoring normal physical conditions to those incapacitated by temporary or permanent disability.
Programmes and qualifications with the following main content are classified here:
Dietician programmes
Medical massage
Nutrition/Dietetics
Occupational therapy
Physiotherapy
Rehabilitation
Speech therapy

=== Exclusions
Study of psychotherapy is excluded from this detailed field and included in detailed field 0313 'Psychology'.
Study of nutrition science is excluded from this detailed field and included in narrow field 051 'Biological and related sciences'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0916,farmacie,"Pharmacy is the study of drugs and their effects on humans. It includes their preparation, dispensing and administration.
Programmes and qualifications with the following main content are classified here:
Dispensing pharmacy
Pharmacy

=== Exclusions
Study of pharmacology is excluded from this detailed field and included in detailed field 0511 'Biology'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0917,traditionele en complementaire geneeskunde en therapie,"Traditional and complementary medicine is the study of alternative medicine.
Programmes and qualifications with the following main content are classified here:
Acupuncture and oriental medicine
Aromatherapy
Ayurvedic medicine
Herbalism
Herbology
Holistic medicine
Homeopathic medicine
Traditional medicine, for example Chinese",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/091,gezondheid,http://data.europa.eu/esco/isced-f/0919,"gezondheid, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/092,welzijn,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/092,welzijn,http://data.europa.eu/esco/isced-f/0920,"welzijn, niet nader gedefinieerd",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/092,welzijn,http://data.europa.eu/esco/isced-f/0921,zorg voor bejaarden en gehandicapte volwassenen,"Care of the elderly and of disabled adults is the study of non-medical care of the elderly and disabled.
Programmes and qualifications with the following main content are classified here:
Care of the elderly
Non-medical care of disabled adults
Personal care of adults

=== Exclusions
Study of health care of the elderly and disabled is excluded from this detailed field and included in detailed field 0913 'Nursing and midwifery'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/092,welzijn,http://data.europa.eu/esco/isced-f/0922,kinderverzorging en jeugdzorg,"Child care and youth services are the study of the development and non-medical care of children and youths. It includes the study of recreation and leisure activities as a social service for school children and young adults.
Programmes and qualifications with the following main content are classified here:
Child care
Child recreation programmes
Day care
Non-medical care of disabled children
Youth services
Youth worker programmes

=== Exclusions
Study of early childhood education in pre-schools is excluded from this detailed field and included in detailed field 0112 'Training for pre-school teachers'.
Study of health care of children is excluded from this detailed field and included in detailed field 0913 'Nursing and midwifery'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/092,welzijn,http://data.europa.eu/esco/isced-f/0923,maatschappelijk werk en counseling,"Social work and counselling is the study of the welfare needs of communities, specific groups and individuals and the appropriate ways of meeting these needs. The focus is on social welfare with emphasis on social policy and practice.
Programmes and qualifications with the following main content are classified here:
Alcohol and drug abuse counselling
Alcohol, tobacco, drugs (knowledge about)
Crisis support
Family and marriage counselling
Mobbing and maltreatment (knowledge about)
Parole officer training
Probation officer training
Social policy
Social practice
Social theory (applied)
Social work (welfare)
Vocational counselling
Vocational guidance

=== Exclusions
Study of sociology and social science is excluded from this detailed field and included in detailed field 0314 'Sociology and cultural studies'.
Studies combining health care and social care (e.g. for old people) are excluded from this detailed field and included in detailed field 0913 'Nursing and midwifery'.",,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/092,welzijn,http://data.europa.eu/esco/isced-f/0929,"welzijn, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/098,interdisciplinaire programma's en kwalificaties met betrekking tot gezondheid en welzijn,,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/098,interdisciplinaire programma's en kwalificaties met betrekking tot gezondheid en welzijn,http://data.europa.eu/esco/isced-f/0988,interdisciplinaire programma's en kwalificaties met betrekking tot gezondheid en welzijn,Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to health and welfare are classified here.,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/099,"gezondheid en welzijn, niet elders ingedeeld",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/09,gezondheid en welzijn,http://data.europa.eu/esco/isced-f/099,"gezondheid en welzijn, niet elders ingedeeld",http://data.europa.eu/esco/isced-f/0999,"gezondheid en welzijn, niet elders ingedeeld",,,K,,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,,,,,,,K,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/100,"diensten, niet nader gedefinieerd",,,,,K,,
http://data.europa.eu/esco/skill/K,kennis,http://data.europa.eu/esco/isced-f/10,diensten,http://data.europa.eu/esco/isced-f/100,"diensten, niet nader gedefinieerd",http://data.europa.eu/esco/isced-f/1000,"diensten, niet nader gedefinieerd",,,K,,,
