Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.3,beschermen en handhaven,http://data.europa.eu/esco/skill/S3.3.4,verifiëren van identiteiten en documentatie,"Check an individuals' documentation, such as driver's licenses, official identification documents, travel documents and tickets, to ensure compliance with legal regulations, identify individuals, and assess their right to access services, areas or facilities.","Examples:
- Check official documents
- Check passenger tickets
- Check tickets at venue entry",S,S3,S3.3,S3.3.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.3,beschermen en handhaven,http://data.europa.eu/esco/skill/S3.3.5,waarborgen en handhaven van fysieke veiligheid,Ensuring safety and security of persons and property through physical actions.,"Examples:
- Extinguish fires 
- Conduct security screenings
- Detain offenders
- Rescue bathers",S,S3,S3.3,S3.3.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.3,beschermen en handhaven,http://data.europa.eu/esco/skill/S3.3.6,beschermen van privacy en persoonsgegevens,"Using and sharing identifiable information about individuals or enterprises in a manner that respects data protection principles, privacy and confidentiality.","Examples:
- Protect personal data and privacy
- Safeguard online privacy and identity 
- Ensure the privacy of guests",S,S3,S3.3,S3.3.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.4,verstrekken van informatie en ondersteuning aan het publiek en cliënten,,,"Assisting the public by answering questions, making recommendations, and providing information or support in response to requests.","Excludes:
- Provide high quality client service
- Satisfy customers",S,S3,S3.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.4,verstrekken van informatie en ondersteuning aan het publiek en cliënten,http://data.europa.eu/esco/skill/S3.4.0,verstrekken van informatie en ondersteuning aan het publiek en cliënten,"Assisting the public by answering questions, making recommendations, and providing information or support in response to requests.","Excludes:
- Provide high quality client service
- Satisfy customers",S,S3,S3.4,S3.4.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.4,verstrekken van informatie en ondersteuning aan het publiek en cliënten,http://data.europa.eu/esco/skill/S3.4.1,verschaffen van informatie aan het publiek en cliënten,"Answering questions, making recommendations, and providing information or support in response to requests from clients, customers, guests or members of the public.","Excludes:
- Presentation of information to groups

Examples:
- Inform customers of activity changes
- Respond to enquiries",S,S3,S3.4,S3.4.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.4,verstrekken van informatie en ondersteuning aan het publiek en cliënten,http://data.europa.eu/esco/skill/S3.4.2,begeleiden van personen,"Accompanying, escorting or guiding other people or groups of people on trips, social events, outings or crossing roads.","Excludes:
- Escort defendants
- Provide bodyguard services

Examples:
- Escort students on a field trip
- Escort visitors to a place of interest",S,S3,S3.4,S3.4.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.4,verstrekken van informatie en ondersteuning aan het publiek en cliënten,http://data.europa.eu/esco/skill/S3.4.3,mensen helpen met papierwerk,"Assisting others with completing forms, provision of documentation required for access to services, issuance of official documents or enrolment in programmes.","Examples:
- Assist in loan applications",S,S3,S3.4,S3.4.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.4,verstrekken van informatie en ondersteuning aan het publiek en cliënten,http://data.europa.eu/esco/skill/S3.4.4,verlenen van algemene bijstand aan personen,"Welcoming and supporting clients, patrons, visitors and others by helping them to feel at ease, supporting special requirements, and assisting them with general activities such as finding seats, making reservations and using facilities.","Excludes:
- Provide high quality client service
- Satisfy customers

Examples:
- Welcome guests
- Assist at check-in",S,S3,S3.4,S3.4.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.5,bereiden en serveren van levensmiddelen en dranken,,,Providing food and beverage services.,,S,S3,S3.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.5,bereiden en serveren van levensmiddelen en dranken,http://data.europa.eu/esco/skill/S3.5.0,bereiden en serveren van levensmiddelen en dranken,Providing food and beverage services.,,S,S3,S3.5,S3.5.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.5,bereiden en serveren van levensmiddelen en dranken,http://data.europa.eu/esco/skill/S3.5.1,bereiden van voedsel en dranken,Preparing and cooking meals and beverages.,"Excludes:
- Manufacturing food products

Examples:
- Prepare meat dishes
- Prepare dairy products for use in a dish
- Prepare garnish for drinks",S,S3,S3.5,S3.5.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.5,bereiden en serveren van levensmiddelen en dranken,http://data.europa.eu/esco/skill/S3.5.2,serveren van voedsel en dranken,"Serving food and beverages to clients in restaurants, canteens, cafes, bars, transportation equipment or other locations.","Examples:
- Serve food in table service
- Prepare service trolleys
- Serve wines",S,S3,S3.5,S3.5.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.6,verstrekken van algemene individuele zorg,,,Responding to the daily and occasional personal care needs of people.,"Excludes:
- Administration of medical treatments and therapies, therapeutic massage",S,S3,S3.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.6,verstrekken van algemene individuele zorg,http://data.europa.eu/esco/skill/S3.6.0,verstrekken van persoonlijke zorg,Responding to the daily and occasional personal care needs of people.,"Excludes:
- Administration of medical treatments and therapies, therapeutic massage",S,S3,S3.6,S3.6.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.6,verstrekken van algemene individuele zorg,http://data.europa.eu/esco/skill/S3.6.1,mensen helpen met mobiliteit,"Moving or assisting movement of persons with restricted mobility due to illness, accidents, disability, or medical procedures.","Excludes:
- Driving vehicles

Examples:
- Transfer patients",S,S3,S3.6,S3.6.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.6,verstrekken van algemene individuele zorg,http://data.europa.eu/esco/skill/S3.6.2,ondersteunen bij persoonlijke behoeften,"Assisting others with personal needs and care such as bathing, dressing, feeding, relaxation and comfort.","Excludes:
- Administration of medical treatments and therapies
- Therapeutic massage
- Caring for children

Examples:
- Provide basic support to patients
- Give non-therapeutic massages
- Provide domestic care",S,S3,S3.6,S3.6.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.6,verstrekken van algemene individuele zorg,http://data.europa.eu/esco/skill/S3.6.3,zorgen voor kinderen,Providing care for and assistance to children.,"Excludes:
- Administration of medical treatments and therapies
- Teaching
- Counselling and providing support to children to resolve personal, psychological or social problems

Examples:
- Attend to children's basic physical needs
- Play with children",S,S3,S3.6,S3.6.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S3,assisteren en verzorgen,http://data.europa.eu/esco/skill/S3.6,verstrekken van algemene individuele zorg,http://data.europa.eu/esco/skill/S3.6.4,stijlen van haar en verstrekken van schoonheidsbehandelingen,"Grooming, styling or removing hair, applying make-up and providing beauty treatments, to meet the appearance desired by clients or required for the purposes such as theatrical performance.","Examples:
- Apply nail polish
- Use hair removal techniques",S,S3,S3.6,S3.6.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,,,,,"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",,S,S4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.0,leidinggevende vaardigheden,,,"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",,S,S4,S4.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.0,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.0.0,leidinggevende vaardigheden,"Managing people, activities, resources, and organisation; developing objectives and strategies, organising work activities, allocating and controlling resources and leading, motivating, recruiting and supervising people and teams.",,S,S4,S4.0,S4.0.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,,,"Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",,S,S4,S4.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.0,ontwikkelen van doelen en strategieën,"Envisioning a future state and developing strategies, goals, objectives and action plans to achieve it.",,S,S4,S4.1,S4.1.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.1,in kaart brengen van mogelijkheden,Identifying business or organizational opportunities.,"Examples:
- Identify market niches
- Identify new business opportunities
- Identify process improvements",S,S4,S4.1,S4.1.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.2,"ontwikkelen van financiële, zakelijke en marketingplannen","Envision and develop strategies and plans for companies and organisations aimed at purposes such as establishing new markets, refurbishing the equipment and machinery of a company, implementing pricing strategies, and restoring or maintaining financial viability.","Examples:
- Develop business case
- Draw up marketing and sales plan
- Create a financial plan",S,S4,S4.1,S4.1.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.3,ontwikkelen van operationeel beleid en operationele procedures,"Developing organisational and operational methods, policies, procedures or standards.","Examples:
- Define organisational standards
- Develop environmental policy
- Establish an ICT customer support process",S,S4,S4.1,S4.1.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.4,ontwikkelen van onderzoeksplannen,Developing plans and programmes for the conduct of research and investigations to extend human knowledge or develop new products.,"Examples:
- Plan research process
- Identify research topics",S,S4,S4.1,S4.1.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.5,ontwikkelen van gezondheidsprogramma’s,Developing plans for the promotion and protection of public and community health and the provision of health services.,"Examples:
- Develop advanced health promotion strategies
- Promote sport activities in public health",S,S4,S4.1,S4.1.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.6,ontwikkelen van onderwijsprogramma's,"Developing education and training programs, plans, or procedures for society in general, specific groups or tailored to an individual's learning needs.","Examples:
- Develop curriculum
- Construct individual learning plans
- Develop training programmes",S,S4,S4.1,S4.1.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.1,ontwikkelen van doelen en strategieën,http://data.europa.eu/esco/skill/S4.1.7,ontwikkelen van rampen- en noodplannen,"Composing and maintaining procedures outlining specific actions to be taken in the event of an emergency or adverse event, taking into account all the risks and dangers that could be involved, ensuring that the plans comply with safety legislation and represent the safest course of action.","Examples:
- Manage disaster recovery plans
- Plan railway incident mitigation measures",S,S4,S4.1,S4.1.7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.2,organiseren en plannen van werkzaamheden en activiteiten,,,"Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.",,S,S4,S4.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.2,organiseren en plannen van werkzaamheden en activiteiten,http://data.europa.eu/esco/skill/S4.2.0,organiseren en plannen van werkzaamheden en activiteiten,"Directing activities and tasks, establishing schedules and co-ordinating the activities of groups and individuals to complete objectives on time and within budget.",,S,S4,S4.2,S4.2.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.2,organiseren en plannen van werkzaamheden en activiteiten,http://data.europa.eu/esco/skill/S4.2.1,begeleiden van operationele werkzaamheden,"Directing, supervising and coordinating operational activities, projects and tasks.","Examples:
- Coordinate rescue missions
- Direct distribution operations
- Lead clinical pharmacology studies
- Manage engineering project
- Oversee pre-assembly operations
- Supervise landscape projects",S,S4,S4.2,S4.2.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.2,organiseren en plannen van werkzaamheden en activiteiten,http://data.europa.eu/esco/skill/S4.2.2,organiseren en plannen van evenementen en activiteiten,"Planning and scheduling workflow and timelines for projects, events or programs.","Examples:
- Create production schedules
- Adjust priorities
- Manage time
- Plan engineering activities",S,S4,S4.2,S4.2.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.3,vaststellen van en toezicht houden op middelen,,,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.","Excludes:
- Delegate activities",S,S4,S4.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.3,vaststellen van en toezicht houden op middelen,http://data.europa.eu/esco/skill/S4.3.0,vaststellen van en toezicht houden op middelen,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.","Excludes:
- Delegate activities",S,S4,S4.3,S4.3.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.3,vaststellen van en toezicht houden op middelen,http://data.europa.eu/esco/skill/S4.3.1,beheren van begrotingen en financiën,Determining the distribution and availability financial assets and putting in place financial and administrative controls.,"Examples:
- Control financial resources
- Manage revenue
- Handle external financing",S,S4,S4.3,S4.3.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.3,vaststellen van en toezicht houden op middelen,http://data.europa.eu/esco/skill/S4.3.2,beheren van personeelszaken,Determining the distribution and availability of people to accomplish organizational goals.,"Excludes:
- Delegate activities

Examples:
- Manage personnel
- Plan shifts of employees",S,S4,S4.3,S4.3.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.3,vaststellen van en toezicht houden op middelen,http://data.europa.eu/esco/skill/S4.3.3,vaststellen van en toezicht houden op fysieke middelen,Determining and controlling the distribution and availability of physical assets such as tools and equipment.,"Examples:
- Manage rail yard resources
- Ensure equipment availability
- Manage space utilisation",S,S4,S4.3,S4.3.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.4,uitvoeren van administratieve werkzaamheden,,,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.","Excludes:
- Record and process information",S,S4,S4.4
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.4,uitvoeren van administratieve werkzaamheden,http://data.europa.eu/esco/skill/S4.4.0,uitvoeren van administratieve werkzaamheden,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.","Excludes:
- Record and process information",S,S4,S4.4,S4.4.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.4,uitvoeren van administratieve werkzaamheden,http://data.europa.eu/esco/skill/S4.4.1,beheren van personeelszaken,Performing administrative and clerical tasks concerned with human resource administration.,"Examples:
- Manage payroll",S,S4,S4.4,S4.4.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.4,uitvoeren van administratieve werkzaamheden,http://data.europa.eu/esco/skill/S4.4.2,uitvoeren van financiële transacties,Executing financial or commercial transactions such as issuing invoices for sales or issuing purchase orders.,"Examples:
- Issue sales invoices
- Operate cash register
- Issue purchase order",S,S4,S4.4,S4.4.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.4,uitvoeren van administratieve werkzaamheden,http://data.europa.eu/esco/skill/S4.4.3,uitvoeren van algemene administratieve taken,"Performing general clerical and administrative tasks not involving administration of human resources, execution of financial transactions, or processing and transforming information or data.","Examples:
- Perform clerical duties",S,S4,S4.4,S4.4.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.5,leiden en motiveren,,,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.","Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings",S,S4,S4.5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.5,leiden en motiveren,http://data.europa.eu/esco/skill/S4.5.0,leiden en motiveren,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.","Excludes:
- Managing, leading or supervising a team or its members.

Examples:
- Motivate employees
- Provide leadership
- Lead board meetings",S,S4,S4.5,S4.5.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.6,opbouwen en ontwikkelen van teams,,,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.","Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding",S,S4,S4.6
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.6,opbouwen en ontwikkelen van teams,http://data.europa.eu/esco/skill/S4.6.0,opbouwen en ontwikkelen van teams,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.","Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding",S,S4,S4.6,S4.6.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.7,rekruteren en aanwerven,,,Acquiring the right talent to achieve the organization's mission.,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions",S,S4,S4.7
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.7,rekruteren en aanwerven,http://data.europa.eu/esco/skill/S4.7.0,rekruteren en aanwerven,Acquiring the right talent to achieve the organization's mission.,"Excludes:
- Interviewing candidates

Examples:
- Recruit employees
- Carry out auditions",S,S4,S4.7,S4.7.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.8,toezicht houden op mensen,,,Assigning responsibilities to others and directing and monitoring their performance.,"Excludes:
- Define roles of team members
- Supervise children",S,S4,S4.8
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.8,toezicht houden op mensen,http://data.europa.eu/esco/skill/S4.8.0,toezicht houden op mensen,Assigning responsibilities to others and directing and monitoring their performance.,"Excludes:
- Define roles of team members
- Supervise children",S,S4,S4.8,S4.8.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.8,toezicht houden op mensen,http://data.europa.eu/esco/skill/S4.8.1,begeleiden van een team of groep,"Managing, leading or supervising the activities a team or group of workers or students.","Excludes:
- Supervise children

Examples:
- Lead a team
- Manage sales teams
- Supervise crew",S,S4,S4.8,S4.8.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.8,toezicht houden op mensen,http://data.europa.eu/esco/skill/S4.8.2,toewijzen van werk aan anderen,Assigning specific tasks to workers or students.,"Examples:
- Assign duties to employees
- Assign class work to students
- Delegate tasks",S,S4,S4.8,S4.8.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.8,toezicht houden op mensen,http://data.europa.eu/esco/skill/S4.8.3,controleren en evalueren van de prestaties van personen,"Monitoring the behaviour or performance of workers, students or oneself to ensure that work is completed satisfactorily and to evaluate performance, capabilities and training needs.","Excludes:
- Supervise children

Examples:
- Monitor the quality of work 
- Perform classroom management
- Evaluate employees work
- Perform self-assessment",S,S4,S4.8,S4.8.3
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.9,nemen van beslissingen,,,Making a choice from several alternative possibilities.,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked",S,S4,S4.9
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S4,leidinggevende vaardigheden,http://data.europa.eu/esco/skill/S4.9,nemen van beslissingen,http://data.europa.eu/esco/skill/S4.9.0,nemen van beslissingen,Making a choice from several alternative possibilities.,"Examples:
- Decide on loan applications
- Make legal decisions
- Decide on products to be stocked",S,S4,S4.9,S4.9.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,,,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.0,werken met computers,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5,S5.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.0,werken met computers,http://data.europa.eu/esco/skill/S5.0.0,werken met computers,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5,S5.0,S5.0.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.1,programmeren van computersystemen,,,"Writing and submitting  instructions, specifications and programmes for computers.","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software",S,S5,S5.1
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.1,programmeren van computersystemen,http://data.europa.eu/esco/skill/S5.1.0,programmeren van computersystemen,"Writing and submitting  instructions, specifications and programmes for computers.","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software",S,S5,S5.1,S5.1.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.2,opzetten en beveiligen van computersystemen,,,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",,S,S5,S5.2
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.2,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/S5.2.0,opzetten en beveiligen van computersystemen,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",,S,S5,S5.2,S5.2.0
http://data.europa.eu/esco/skill/S,vaardigheden,http://data.europa.eu/esco/skill/S5,werken met computers,http://data.europa.eu/esco/skill/S5.2,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/S5.2.1,opzetten van computersystemen,"Setting up computers, networks, or similar information systems. Installing computer software, and configuring computer networks.","Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Align software with system architectures
- Install software
- Install operating system",S,S5,S5.2,S5.2.1
